x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
38,blue-collar,married,middle,yes,no,oct,cell,167,3,999,0,-3.4,92.431,-26.9,0.739,5017.5,FALSE
56,technician,married,professional,no,yes,jun,phone,168,4,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
39,admin,married,high,yes,no,may,cell,141,8,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
41,blue-collar,married,middle,yes,no,may,cell,434,3,999,1,-1.8,92.893,-46.2,1.327,5099.1,FALSE
45,entrepreneur,married,high,no,no,jun,phone,1516,2,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
50,admin,married,professional,yes,no,apr,cell,154,1,999,0,-1.8,93.075,-47.1,1.479,5099.1,FALSE
48,blue-collar,married,professional,no,no,may,phone,245,4,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
60,retired,divorced,primary,yes,no,jun,phone,131,1,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
47,admin,married,high,no,no,may,phone,505,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
58,management,married,university,no,yes,may,phone,312,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
38,blue-collar,single,primary,no,no,jul,phone,114,4,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
23,management,single,university,yes,no,apr,cell,56,2,999,0,-1.8,93.075,-47.1,1.384,5099.1,FALSE
39,blue-collar,divorced,middle,yes,no,jun,phone,310,1,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
35,admin,married,university,yes,no,nov,cell,690,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
27,technician,single,professional,yes,no,may,cell,38,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
26,blue-collar,single,primary,no,no,jun,phone,18,1,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
30,housemaid,married,university,yes,no,aug,cell,83,4,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
29,blue-collar,single,high,yes,yes,apr,cell,2129,1,999,1,-1.8,93.075,-47.1,1.445,5099.1,FALSE
88,retired,divorced,primary,no,no,mar,cell,266,2,999,0,-1.8,92.843,-50,1.663,5099.1,TRUE
64,retired,divorced,professional,yes,no,nov,cell,151,3,999,0,-1.1,94.767,-50.8,1.028,4963.6,FALSE
52,admin,divorced,unknown,no,no,aug,cell,228,5,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
49,services,divorced,high,yes,no,aug,cell,99,17,999,0,1.4,93.444,-36.1,4.962,5228.1,FALSE
37,admin,married,university,yes,no,jul,cell,353,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
31,blue-collar,married,primary,yes,yes,jun,phone,105,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
32,management,married,university,yes,no,nov,cell,118,1,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
43,technician,married,high,no,no,jul,cell,332,3,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
31,services,married,middle,no,no,apr,cell,643,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
44,management,married,university,yes,no,nov,cell,130,1,999,1,-0.1,93.2,-42,4.191,5195.8,FALSE
67,housemaid,divorced,professional,no,no,aug,cell,350,1,6,2,-1.7,94.027,-38.3,0.899,4991.6,TRUE
43,technician,married,middle,yes,no,jul,cell,50,1,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
33,services,married,high,yes,yes,jun,phone,54,1,999,0,-1.7,94.055,-39.8,0.754,4991.6,FALSE
31,admin,single,middle,yes,no,jul,cell,124,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
35,technician,single,university,no,no,jun,phone,78,3,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
33,technician,single,high,yes,no,aug,cell,111,1,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
58,admin,single,university,no,no,aug,cell,113,5,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
44,technician,married,professional,yes,no,aug,cell,27,9,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
44,unknown,married,high,yes,no,jul,phone,195,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
37,blue-collar,married,middle,no,no,jun,phone,124,4,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
23,services,married,high,yes,no,may,cell,77,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
29,services,married,high,yes,no,nov,cell,441,4,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
50,blue-collar,married,unknown,yes,no,may,cell,96,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
35,admin,married,university,no,yes,sep,cell,242,2,999,1,-1.1,94.199,-37.5,0.886,4963.6,FALSE
59,admin,married,primary,no,no,jul,cell,142,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
35,services,married,high,yes,no,may,phone,146,8,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
38,management,divorced,university,no,yes,apr,cell,72,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,FALSE
31,blue-collar,married,high,no,yes,jul,cell,218,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
31,blue-collar,married,primary,yes,no,may,cell,290,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,FALSE
32,blue-collar,single,middle,yes,no,may,cell,286,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,FALSE
41,technician,married,university,yes,no,aug,cell,511,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
33,unemployed,divorced,middle,no,no,may,phone,1321,2,999,0,1.1,93.994,-36.4,4.859,5191,TRUE
29,admin,married,high,no,no,nov,cell,523,2,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
24,unknown,single,university,no,no,jun,cell,263,1,999,1,-2.9,92.963,-40.8,1.262,5076.2,TRUE
33,technician,single,professional,no,yes,aug,cell,100,5,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
29,services,single,middle,no,no,may,phone,703,4,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
46,blue-collar,married,middle,no,no,aug,cell,140,3,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
28,admin,single,high,no,no,jul,cell,72,14,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
32,management,married,university,yes,no,aug,cell,78,3,999,0,1.4,93.444,-36.1,4.965,5228.1,FALSE
40,self-employed,married,university,yes,yes,nov,cell,1490,3,999,0,-0.1,93.2,-42,4.076,5195.8,TRUE
54,blue-collar,married,high,no,no,jul,cell,771,1,999,0,1.4,93.918,-42.7,4.963,5228.1,TRUE
39,admin,married,high,no,no,nov,cell,148,1,999,1,-1.1,94.767,-50.8,1.05,4963.6,FALSE
23,blue-collar,married,middle,yes,no,may,cell,413,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,FALSE
39,blue-collar,single,primary,no,yes,jun,phone,396,4,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
27,management,single,university,yes,no,may,cell,115,2,3,1,-1.8,92.893,-46.2,1.264,5099.1,FALSE
33,self-employed,single,university,yes,no,may,phone,67,2,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
45,blue-collar,divorced,middle,yes,no,jun,phone,542,3,999,0,1.4,94.465,-41.8,4.958,5228.1,FALSE
28,blue-collar,married,middle,no,no,jul,cell,125,1,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
56,retired,divorced,high,yes,no,jul,phone,9,1,999,0,-1.7,94.215,-40.3,0.896,4991.6,FALSE
38,admin,married,middle,no,no,jun,phone,63,2,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
30,management,single,university,no,no,nov,cell,197,5,999,1,-0.1,93.2,-42,4.076,5195.8,FALSE
31,blue-collar,married,middle,yes,no,may,cell,172,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
26,student,single,middle,yes,no,may,cell,200,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,FALSE
36,student,single,middle,yes,no,may,cell,246,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
54,admin,divorced,university,no,no,aug,cell,86,2,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
36,blue-collar,single,middle,no,no,may,cell,233,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,FALSE
32,admin,single,university,unknown,unknown,aug,cell,107,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
31,blue-collar,single,unknown,no,no,may,phone,735,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
40,admin,divorced,high,no,no,jul,cell,1776,3,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
26,technician,single,high,yes,no,jul,cell,538,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
40,services,married,high,no,no,may,cell,388,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,FALSE
33,admin,married,high,yes,yes,may,cell,56,3,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
37,services,married,high,no,no,may,phone,63,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
27,admin,single,university,no,no,jul,cell,1237,7,999,0,1.4,93.918,-42.7,4.961,5228.1,TRUE
32,blue-collar,married,middle,yes,no,may,phone,18,28,999,0,1.1,93.994,-36.4,4.858,5191,FALSE
35,admin,single,university,yes,no,aug,cell,789,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,FALSE
45,services,married,middle,yes,no,may,phone,207,6,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
41,services,married,high,yes,no,may,phone,171,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
44,admin,single,university,no,no,may,phone,49,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
53,blue-collar,married,primary,no,no,nov,cell,545,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
29,blue-collar,single,middle,yes,no,jul,cell,89,5,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
46,blue-collar,single,primary,yes,yes,nov,cell,145,1,999,0,-0.1,93.2,-42,4.076,5195.8,FALSE
34,self-employed,single,university,no,yes,nov,phone,85,1,999,0,-3.4,92.649,-30.1,0.715,5017.5,TRUE
57,admin,married,unknown,yes,no,dec,cell,391,2,999,0,-3,92.713,-33,0.706,5023.5,TRUE
31,unemployed,single,university,yes,no,aug,cell,77,2,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
81,retired,married,primary,yes,no,aug,cell,90,4,999,0,-1.7,94.027,-38.3,0.898,4991.6,FALSE
34,unknown,single,university,no,no,oct,phone,85,1,999,0,-3.4,92.431,-26.9,0.724,5017.5,FALSE
33,services,single,university,no,no,jun,phone,747,2,999,0,1.4,94.465,-41.8,4.865,5228.1,TRUE
30,admin,single,university,yes,yes,nov,cell,98,2,999,0,-3.4,92.649,-30.1,0.715,5017.5,FALSE
58,entrepreneur,married,primary,no,no,jun,phone,147,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
54,management,married,high,no,no,may,cell,229,5,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
39,management,divorced,university,no,no,may,phone,207,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
34,management,divorced,university,yes,no,jul,cell,1228,6,999,0,1.4,93.918,-42.7,4.961,5228.1,TRUE
32,admin,single,university,no,no,oct,cell,143,1,999,2,-1.1,94.601,-49.5,0.942,4963.6,FALSE
27,admin,single,university,no,no,mar,cell,238,4,999,0,-1.8,93.369,-34.8,0.635,5008.7,TRUE
40,housemaid,divorced,unknown,no,no,may,phone,20,1,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
30,admin,married,university,no,no,aug,cell,514,7,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
42,admin,married,university,no,no,jun,phone,130,2,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
37,admin,single,university,no,no,aug,cell,89,2,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
34,admin,single,primary,no,no,apr,cell,28,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
44,management,single,high,no,no,may,cell,233,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,FALSE
33,admin,married,university,no,no,mar,cell,119,2,999,3,-1.8,93.369,-34.8,0.649,5008.7,FALSE
36,blue-collar,married,middle,yes,no,jul,cell,297,1,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
38,management,single,university,no,no,may,cell,123,2,999,0,-1.8,92.893,-46.2,1.27,5099.1,FALSE
38,management,married,university,yes,no,aug,cell,102,1,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
35,self-employed,single,professional,yes,no,nov,cell,128,2,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
32,technician,married,high,yes,no,aug,cell,30,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
33,blue-collar,married,middle,no,no,may,cell,428,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,FALSE
36,blue-collar,married,unknown,no,no,may,phone,55,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,FALSE
30,technician,single,professional,yes,no,may,cell,68,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,FALSE
40,admin,divorced,university,yes,no,aug,cell,302,2,999,0,1.4,93.444,-36.1,4.967,5228.1,FALSE
51,self-employed,married,university,unknown,unknown,nov,cell,31,2,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
31,technician,married,professional,yes,no,may,phone,157,6,999,0,1.1,93.994,-36.4,4.856,5191,FALSE
43,unemployed,married,university,yes,no,may,phone,37,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
34,blue-collar,married,high,yes,no,jun,cell,78,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,FALSE
29,technician,married,professional,yes,no,jul,cell,332,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
37,blue-collar,married,middle,yes,yes,may,phone,87,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
66,retired,married,primary,yes,no,jul,cell,568,7,999,0,-1.7,94.215,-40.3,0.87,4991.6,TRUE
56,admin,married,high,no,no,jun,phone,489,2,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
59,unknown,married,unknown,no,no,aug,cell,198,1,6,1,-1.7,94.027,-38.3,0.9,4991.6,TRUE
46,self-employed,married,middle,yes,no,aug,cell,159,1,999,0,1.4,93.444,-36.1,4.968,5228.1,FALSE
37,blue-collar,married,high,yes,no,jun,phone,90,4,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
37,services,single,professional,yes,no,apr,cell,307,4,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
44,entrepreneur,married,professional,no,no,jul,cell,56,1,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
26,blue-collar,married,middle,no,no,jul,cell,106,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
34,admin,married,university,no,no,aug,cell,78,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,FALSE
44,unemployed,married,high,yes,no,aug,cell,146,1,999,0,-2.9,92.201,-31.4,0.873,5076.2,FALSE
49,services,married,high,no,yes,jun,phone,374,3,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
25,blue-collar,single,middle,yes,no,jun,phone,74,1,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
36,self-employed,single,middle,no,no,nov,cell,94,1,999,0,-0.1,93.2,-42,4.153,5195.8,FALSE
43,admin,married,university,no,no,aug,cell,420,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
48,admin,married,professional,yes,no,may,phone,211,2,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
32,admin,divorced,university,no,yes,jul,phone,137,2,999,0,1.4,93.918,-42.7,4.959,5228.1,FALSE
29,blue-collar,single,primary,no,no,aug,cell,260,3,999,0,-2.9,92.201,-31.4,0.869,5076.2,TRUE
28,self-employed,single,university,yes,no,may,phone,409,3,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
44,blue-collar,married,primary,no,no,jun,phone,153,1,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
24,blue-collar,married,middle,unknown,unknown,jul,cell,781,1,999,0,1.4,93.918,-42.7,4.962,5228.1,TRUE
47,admin,married,university,yes,no,nov,cell,93,1,999,1,-0.1,93.2,-42,4.12,5195.8,FALSE
38,entrepreneur,married,professional,yes,no,nov,cell,388,3,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
49,admin,married,unknown,yes,yes,apr,cell,61,3,999,0,-1.8,93.075,-47.1,1.415,5099.1,FALSE
31,blue-collar,married,middle,yes,yes,apr,cell,126,2,999,2,-1.8,93.075,-47.1,1.41,5099.1,FALSE
51,blue-collar,married,primary,yes,yes,aug,cell,129,1,999,0,1.4,93.444,-36.1,4.966,5228.1,FALSE
46,admin,divorced,high,no,no,apr,cell,345,2,999,0,-1.8,93.075,-47.1,1.453,5099.1,FALSE
52,technician,married,primary,no,no,may,cell,498,1,12,1,-1.8,92.893,-46.2,1.266,5099.1,FALSE
33,services,married,primary,unknown,unknown,jun,phone,577,4,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
20,student,single,high,no,no,nov,cell,187,2,999,0,-3.4,92.649,-30.1,0.715,5017.5,FALSE
31,admin,married,university,yes,no,aug,cell,154,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
50,admin,single,university,no,no,jun,phone,178,6,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
54,management,married,university,yes,yes,may,cell,552,1,999,2,-1.8,92.893,-46.2,1.344,5099.1,FALSE
41,blue-collar,married,primary,no,no,jun,phone,163,1,999,0,1.4,94.465,-41.8,4.866,5228.1,FALSE
56,blue-collar,married,primary,yes,no,aug,cell,147,3,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
55,management,married,university,yes,no,may,cell,126,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,FALSE
58,management,married,university,no,no,may,cell,289,1,3,4,-1.8,93.876,-40,0.683,5008.7,TRUE
43,blue-collar,single,primary,yes,no,jul,cell,391,2,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
26,admin,single,university,yes,no,aug,cell,138,1,999,0,-2.9,92.201,-31.4,0.861,5076.2,FALSE
47,services,married,high,no,no,jun,phone,341,2,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
40,admin,married,university,yes,no,may,phone,163,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
52,management,married,university,no,no,aug,cell,1488,2,999,0,1.4,93.444,-36.1,4.97,5228.1,TRUE
34,blue-collar,married,middle,yes,no,jul,cell,227,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
33,admin,single,university,yes,no,nov,cell,101,2,999,1,-0.1,93.2,-42,4.12,5195.8,FALSE
27,admin,single,university,yes,no,jul,cell,226,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
34,admin,single,university,no,no,nov,cell,70,2,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
23,blue-collar,married,professional,no,no,jun,phone,94,1,999,0,1.4,94.465,-41.8,4.962,5228.1,FALSE
39,admin,married,high,yes,no,jul,cell,214,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
24,admin,single,university,no,no,aug,cell,744,1,999,2,-1.7,94.027,-38.3,0.905,4991.6,TRUE
26,admin,married,university,yes,no,mar,cell,175,5,999,0,-1.8,92.843,-50,1.811,5099.1,TRUE
36,admin,single,university,yes,no,nov,cell,565,1,999,1,-0.1,93.2,-42,4.12,5195.8,FALSE
29,admin,single,university,yes,no,jul,phone,122,12,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
46,blue-collar,married,middle,no,no,may,cell,792,3,999,0,-1.8,92.893,-46.2,1.327,5099.1,TRUE
41,services,married,high,yes,no,may,cell,314,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,TRUE
31,management,married,university,yes,no,nov,cell,188,1,999,0,-1.1,94.767,-50.8,1.05,4963.6,TRUE
51,admin,married,university,yes,no,jul,cell,141,11,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
41,blue-collar,married,primary,no,no,jun,phone,38,1,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
59,blue-collar,married,middle,yes,no,jul,cell,244,4,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
47,admin,married,university,no,no,dec,phone,91,2,999,0,-3,92.713,-33,0.717,5023.5,FALSE
41,blue-collar,single,middle,no,yes,may,cell,540,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,TRUE
33,technician,married,high,no,no,aug,cell,703,1,999,0,1.4,93.444,-36.1,4.965,5228.1,TRUE
29,admin,single,university,yes,no,jul,phone,109,3,999,0,1.4,93.918,-42.7,4.958,5228.1,FALSE
36,admin,married,university,yes,no,jun,phone,11,3,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
35,blue-collar,married,middle,yes,no,jun,phone,170,3,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
43,services,married,primary,yes,yes,jul,cell,405,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
41,blue-collar,married,middle,no,no,jun,phone,345,3,999,0,1.4,94.465,-41.8,4.865,5228.1,FALSE
59,technician,divorced,professional,yes,no,aug,cell,492,5,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
32,admin,married,university,yes,no,nov,cell,392,3,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
44,services,married,professional,no,no,aug,cell,341,2,999,0,1.4,93.444,-36.1,4.97,5228.1,FALSE
29,services,divorced,high,no,no,jun,phone,103,2,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
46,management,married,primary,no,no,may,phone,332,2,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
53,technician,married,high,no,no,may,phone,178,1,999,0,1.1,93.994,-36.4,4.859,5191,FALSE
36,management,married,university,no,yes,apr,cell,180,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,FALSE
43,blue-collar,single,unknown,no,no,may,phone,299,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
46,technician,divorced,university,yes,no,jul,phone,1946,4,999,0,1.4,93.918,-42.7,4.962,5228.1,TRUE
36,services,divorced,primary,no,no,jul,cell,207,9,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
35,technician,married,professional,no,no,aug,cell,98,1,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
57,blue-collar,divorced,unknown,yes,no,may,phone,518,1,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
27,admin,single,university,yes,yes,jul,cell,255,1,999,0,1.4,93.918,-42.7,4.961,5228.1,FALSE
36,blue-collar,married,primary,yes,no,may,phone,12,2,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
42,unemployed,married,professional,yes,no,jun,phone,88,2,999,0,1.4,94.465,-41.8,4.961,5228.1,FALSE
47,blue-collar,married,middle,yes,no,may,phone,194,3,999,0,1.1,93.994,-36.4,4.855,5191,FALSE
34,technician,married,professional,yes,no,nov,phone,179,5,999,1,-3.4,92.649,-30.1,0.722,5017.5,FALSE
41,admin,single,university,yes,no,jul,cell,706,9,999,0,1.4,93.918,-42.7,4.957,5228.1,FALSE
72,retired,married,primary,unknown,unknown,apr,cell,44,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,FALSE
40,management,married,university,yes,yes,nov,cell,52,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
30,technician,single,professional,no,yes,aug,cell,443,3,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
38,blue-collar,married,unknown,yes,no,nov,cell,376,1,999,0,-0.1,93.2,-42,4.191,5195.8,FALSE
37,blue-collar,married,middle,yes,no,may,phone,377,4,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
51,blue-collar,married,primary,yes,yes,may,phone,180,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
49,unemployed,married,high,yes,no,may,phone,96,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,FALSE
43,blue-collar,married,middle,unknown,unknown,may,cell,123,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,FALSE
44,services,married,high,yes,no,may,phone,188,1,999,0,1.1,93.994,-36.4,4.86,5191,FALSE
54,services,married,high,no,no,jul,phone,250,1,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
51,admin,divorced,high,no,no,jun,phone,40,5,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
34,services,single,middle,yes,yes,nov,cell,300,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
42,admin,divorced,university,no,yes,jul,phone,46,17,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
31,entrepreneur,single,university,no,no,jun,phone,22,12,999,0,1.4,94.465,-41.8,4.959,5228.1,FALSE
40,student,single,high,no,no,nov,cell,328,6,999,0,-0.1,93.2,-42,4.021,5195.8,FALSE
50,housemaid,married,primary,no,no,jul,cell,223,8,999,0,1.4,93.918,-42.7,4.963,5228.1,FALSE
36,blue-collar,married,middle,yes,no,jun,phone,1567,2,999,0,1.4,94.465,-41.8,4.967,5228.1,FALSE
48,technician,married,professional,no,no,jul,cell,38,1,999,0,1.4,93.918,-42.7,4.968,5228.1,FALSE
26,self-employed,single,university,yes,no,jun,cell,175,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,FALSE
32,services,married,high,no,no,jul,cell,1271,2,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
33,technician,married,professional,no,no,may,phone,395,2,999,0,1.1,93.994,-36.4,4.864,5191,FALSE
31,technician,single,professional,yes,yes,aug,cell,73,1,999,0,1.4,93.444,-36.1,4.964,5228.1,FALSE
58,blue-collar,married,primary,yes,no,aug,cell,166,3,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
30,admin,married,primary,no,no,may,cell,586,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,FALSE
48,blue-collar,married,middle,no,no,jul,cell,54,3,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
39,technician,married,professional,no,yes,may,phone,110,2,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
46,admin,married,primary,no,yes,may,cell,270,1,999,1,-1.8,92.893,-46.2,1.299,5099.1,FALSE
31,technician,single,university,no,no,aug,cell,25,4,999,0,1.4,93.444,-36.1,4.963,5228.1,FALSE
44,blue-collar,single,primary,yes,no,jun,phone,159,1,999,0,1.4,94.465,-41.8,4.864,5228.1,FALSE
42,entrepreneur,single,university,yes,no,nov,cell,61,1,999,0,-0.1,93.2,-42,4.12,5195.8,FALSE
38,blue-collar,married,high,no,no,apr,phone,340,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,FALSE
19,student,single,middle,yes,no,may,cell,203,1,999,3,-1.8,93.876,-40,0.668,5008.7,FALSE
36,admin,single,professional,no,no,apr,cell,122,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,FALSE
26,blue-collar,married,middle,yes,no,may,phone,161,3,999,0,1.1,93.994,-36.4,4.857,5191,FALSE
30,management,single,middle,yes,no,may,cell,253,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,FALSE
39,admin,single,university,yes,yes,may,cell,9,4,999,1,-1.8,92.893,-46.2,1.244,5099.1,FALSE
27,admin,married,professional,yes,no,may,cell,102,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,FALSE
54,technician,married,university,no,no,jun,phone,322,2,999,0,1.4,94.465,-41.8,4.958,5228.1,FALSE
27,blue-collar,single,high,yes,no,jul,cell,156,1,999,0,1.4,93.918,-42.7,4.96,5228.1,FALSE
36,blue-collar,married,middle,yes,yes,jul,cell,256,3,999,0,1.4,93.918,-42.7,4.962,5228.1,FALSE
